source_id,identifier,title,authors,journal_or_office,publication_date,source_file_name,source_type
SRC_0564,10.3390/ijms19030678,Biochemical and MALDI-TOF Mass Spectrometric Characterization of a Novel Native and Recombinant Cystine Knot Miniprotein from Solanum tuberosum subsp. andigenum cv. Churqueña,"Juliana Cotabarren, Mariana Edith Tellechea, Sebastián Martín Tanco, Julia Lorenzo, Javier Garcia-Pardo, Francesc Xavier Avilés and Walter David Obregón",Int. J. Mol. Sci.,2018,Cotabarren 等 - 2018 - Biochemical and MALDI-TOF mass spectrometric characterization of a novel native and recombinant cyst.pdf,Literature
SRC_0565,11932673,Sodium channel inhibitors,,US,2024-03-19,155-931-756-708-874.txt,Patent
SRC_0566,P0DM15,,Vetter I.,Biochem. Pharmacol.,2012,UniProt,UniProt
SRC_0567,10.1074/jbc.M115.637611,Variability of Potassium Channel Blockers in Mesobuthus eupeus Scorpion Venom with Focus on Kv1.1,"Alexey I. Kuzmenkov, Alexander A. Vassilevski, Kseniya S. Kudryashova, Oksana V. Nekrasova, Steve Peigneur, Jan Tytgat, Alexey V. Feofanov, Mikhail P. Kirpichnikov, and Eugene V. Grishin",JOURNAL OF BIOLOGICAL CHEMISTRY,"May 8, 2015",JBC_2015_Variability of potassium channel blockers in mesobuthus eupeus scorpion venom with focus on Kv1.1.pdf,Literature
SRC_0568,C0HJU7,,Gladkikh I.,Mar. Drugs,2015,UniProt,UniProt
SRC_0569,C0HJU6,,Gladkikh I.,Mar. Drugs,2015,UniProt,UniProt
SRC_0570,5795865,"Kallikrein-inhibiting ""kunitz domain"" proteins and analogues thereof",,US,1998-08-18,081-076-910-161-735.txt,Patent
SRC_0571,P00985,,Hokama Y.,J. Biochem.,1976,UniProt,UniProt
SRC_0572,7078383,ITI-D1 Kunitz domain mutants as HNE inhibitors,,US,2006-07-18,131-239-351-104-456.txt,Patent
SRC_0573,A0A1Z0YU59,,Ciolek J.,Proc. Natl. Acad. Sci. U.S.A.,2017,UniProt,UniProt
SRC_0574,C0HLA5,,Droctove L.,Br. J. Pharmacol.,2022,UniProt,UniProt
SRC_0575,US 20060178303,Potassium channel blockers,,US,2006-08-10,083-266-844-984-599.txt,Patent
SRC_0576,P00983,,Strydom D.J.,Hoppe-Seyler's Z. Physiol. Chem.,1981,UniProt,UniProt
SRC_0577,C0HLB0,,Droctove L.,Br. J. Pharmacol.,2022,UniProt,UniProt
SRC_0578,5MN2_1,,"Robinson, J.I., Baxter, E.W., Owen, R.L., Thomsen, M., Tomlinson, D.C., Waterhouse, M.P., Win, S.J., Nettleship, J.E., Tiede, C., Foster, R.J., Owens, R.J., Fishwick, C.W.G., Harris, S.A., Goldman, A., McPherson, M.J., Morgan, A.W.",Affimer proteins inhibit immune complex binding to Fc gamma RIIIa with high specificity through competitive and allosteric modes of action.,2018,PDB,PDB
SRC_0579,5ML9_1,,"Robinson, J.I., Baxter, E.W., Owen, R.L., Thomsen, M., Tomlinson, D.C., Waterhouse, M.P., Win, S.J., Nettleship, J.E., Tiede, C., Foster, R.J., Owens, R.J., Fishwick, C.W.G., Harris, S.A., Goldman, A., McPherson, M.J., Morgan, A.W.",Affimer proteins inhibit immune complex binding to Fc gamma RIIIa with high specificity through competitive and allosteric modes of action.,2018,PDB,PDB
SRC_0580,10.1002/psc.2782,Cystine-knot peptides targeting cancer-relevant human cytotoxic T lymphocyte-associated antigen 4 (CTLA-4),"Franziska Maaß, Joycelyn Wüstehube-Lausch, Stephan Dickgießer, Bernhard Valldorf, Michael Reinwarth, Hans-Ulrich Schmoldt, Matin Daneschdar, Olga Avrutina, Ugur Sahin and Harald Kolmar",J. Pept. Sci.,2015,Maaß 等 - 2015 - Cystine-knot peptides targeting cancer-relevant human cytotoxic T lymphocyte-associated antigen 4 (C.pdf,Literature
SRC_0581,10.1002/psc.2782,Cystine-knot peptides targeting cancer-relevant human cytotoxic T lymphocyte-associated antigen 4 (CTLA-4),"Franziska Maaß, Joycelyn Wüstehube-Lausch, Stephan Dickgießer, Bernhard Valldorf, Michael Reinwarth, Hans-Ulrich Schmoldt, Matin Daneschdar, Olga Avrutina, Ugur Sahin and Harald Kolmar",J. Pept. Sci.,2015,Maaß 等 - 2015 - Cystine-knot peptides targeting cancer-relevant human cytotoxic T lymphocyte-associated antigen 4 (C.pdf,Literature
SRC_0582,1IXT_1,,"Miles, L.A., Dy, C.Y., Nielsen, J., Barnham, K.J., Hinds, M.G., Olivera, B.M., Bulaj, G., Norton, R.S.",Structure of a Novel P-Superfamily Spasmodic Conotoxin Reveals an Inhibitory Cystine Knot Motif,2002.0,PDB,PDB
SRC_0583,C0HJJ7,,Montandon G.G.,Biochimie,2020,UniProt,UniProt
SRC_0584,P00981,,Smith L.A.,Biochemistry,1993,UniProt,UniProt
SRC_0585,10.1039/b801667d,Chemical and biomimetic total syntheses of natural and engineered MCoTI cyclotides,"Panumart Thongyoo, Nuria Roqué-Rosell, Robin J. Leatherbarrow and Edward W. Tate",Organic & Biomolecular Chemistry,2008,Thongyoo 等 - 2008 - Chemical and biomimetic total syntheses of natural and engineered MCoTI cyclotides.pdf,Literature
SRC_0586,10.1039/b801667d,Chemical and biomimetic total syntheses of natural and engineered MCoTI cyclotides,"Panumart Thongyoo, Nuria Roqué-Rosell, Robin J. Leatherbarrow and Edward W. Tate",Organic & Biomolecular Chemistry,2008,Thongyoo 等 - 2008 - Chemical and biomimetic total syntheses of natural and engineered MCoTI cyclotides.pdf,Literature
SRC_0587,10.1039/b801667d,Chemical and biomimetic total syntheses of natural and engineered MCoTI cyclotides,"Panumart Thongyoo, Nuria Roqué-Rosell, Robin J. Leatherbarrow and Edward W. Tate",Organic & Biomolecular Chemistry,2008,Thongyoo 等 - 2008 - Chemical and biomimetic total syntheses of natural and engineered MCoTI cyclotides.pdf,Literature
SRC_0588,10.1371/journal.pone.0076956,Combinatorial Optimization of Cystine-Knot Peptides towards High-Affinity Inhibitors of Human Matriptase-1,"Bernhard Glotzbach, Michael Reinwarth, Niklas Weber, Sebastian Fabritz, Michael Tomaszowski, Heiko Fittler, Andreas Christmann, Olga Avrutina, Harald Kolmar",PLoS ONE,2013,Glotzbach 等 - 2013 - Combinatorial optimization of cystine-knot peptides towards high-affinity inhibitors of human matrip.pdf,Literature
SRC_0589,10.1016/j.pep.2016.03.003,"Two variants of the major serine protease inhibitor from the sea anemone Stichodactyla helianthus, expressed in Pichia pastoris","Rossana García-Fernández, Patrick Ziegelmüller, Lidice González, Manuel Mansur, Yoan Machado, Lars Redecke, Ulrich Hahn, Christian Betzel, María de los Ángeles Chávez",Protein Expression and Purification,2016,"García-Fernández 等 - 2016 - Two variants of the major serine protease inhibitor from the sea anemone Stichodactyla helianthus, e.pdf",Literature
SRC_0590,10.1016/j.pep.2016.03.003,"Two variants of the major serine protease inhibitor from the sea anemone Stichodactyla helianthus, expressed in Pichia pastoris","Rossana García-Fernández, Patrick Ziegelmüller, Lidice González, Manuel Mansur, Yoan Machado, Lars Redecke, Ulrich Hahn, Christian Betzel, María de los Ángeles Chávez",Protein Expression and Purification,2016,"García-Fernández 等 - 2016 - Two variants of the major serine protease inhibitor from the sea anemone Stichodactyla helianthus, e.pdf",Literature
SRC_0591,10.1016/j.pep.2016.03.003,"Two variants of the major serine protease inhibitor from the sea anemone Stichodactyla helianthus, expressed in Pichia pastoris","Rossana García-Fernández, Patrick Ziegelmüller, Lidice González, Manuel Mansur, Yoan Machado, Lars Redecke, Ulrich Hahn, Christian Betzel, María de los Ángeles Chávez",Protein Expression and Purification,2016,"García-Fernández 等 - 2016 - Two variants of the major serine protease inhibitor from the sea anemone Stichodactyla helianthus, e.pdf",Literature
SRC_0592,C0HLP7,,Du Q.,J. Biol. Chem.,2020,UniProt,UniProt
SRC_0593,P84522,,Chen B.,J. Biol. Chem.,2005,UniProt,UniProt
SRC_0594,8PK3_3,,"Debski-Antoniak, O., Flynn, A., Klebl, D.P., Rojas Rechy, M.H., Tiede, C., Wilson, I.A., Muench, S.P., Tomlinson, D., Fontana, J.",Exploiting the Affimer platform against influenza A virus.,2024,PDB,PDB
SRC_0595,P56207,,Fletcher J.I.,Nat. Struct. Biol.,1997,UniProt,UniProt
SRC_0596,10.1371/journal.pone.0077020,Solution NMR Structure and Histone Binding of the PHD Domain of Human MLL5,"Alexander Lemak, Adelinda Yee, Hong Wu, Damian Yap, Hong Zeng, Ludmila Dombrovski, Scott Houliston, Samuel Aparicio, Cheryl H. Arrowsmith",PLoS ONE,2013,Lemak 等 - 2013 - Solution NMR structure and histone binding of the PHD domain of human MLL5.pdf,Literature
SRC_0597,P56855,,Marvin L.,Eur. J. Biochem.,1999,UniProt,UniProt
SRC_0598,6087473,Kunitz domain polypeptide and materials and methods for making it,,US,2000-07-11,104-725-221-690-885.txt,Patent
SRC_0599,4U30_2,,"Pendlebury, D., Wang, R., Henin, R.D., Hockla, A., Soares, A.S., Madden, B.J., Kazanov, M.D., Radisky, E.S.",Sequence and Conformational Specificity in Substrate Recognition: SEVERAL HUMAN KUNITZ PROTEASE INHIBITOR DOMAINS ARE SPECIFIC SUBSTRATES OF MESOTRYPSIN.,2014,PDB,PDB
SRC_0600,6087473,Kunitz domain polypeptide and materials and methods for making it,,US,2000-07-11,104-725-221-690-885.txt,Patent
SRC_0601,10.1074/jbc.M115.637611,Variability of Potassium Channel Blockers in Mesobuthus eupeus Scorpion Venom with Focus on Kv1.1,"Alexey I. Kuzmenkov, Alexander A. Vassilevski, Kseniya S. Kudryashova, Oksana V. Nekrasova, Steve Peigneur, Jan Tytgat, Alexey V. Feofanov, Mikhail P. Kirpichnikov, Eugene V. Grishin",THE JOURNAL OF BIOLOGICAL CHEMISTRY,2015,JBC_2015_Variability of potassium channel blockers in mesobuthus eupeus scorpion venom with focus on Kv1.1.pdf,Literature
SRC_0602,10.1371/journal.pone.0097438,Potent and Specific Inhibition of Glycosidases by Small Artificial Binding Proteins (Affitins),"Agustín Correa, Sabino Pacheco, Ariel E. Mechaly, Gonzalo Obal, Ghislaine Béhar, Barbara Mouratou, Pablo Oppezzo, Pedro M. Alzari, Frédéric Pecorari",PLoS ONE,"May 13, 2014",PO_2014_Potent and specific inhibition of glycosidases by small artificial binding proteins (affitins).pdf,Literature
SRC_0603,10.1371/journal.pone.0097438,Potent and Specific Inhibition of Glycosidases by Small Artificial Binding Proteins (Affitins),"Agustín Correa, Sabino Pacheco, Ariel E. Mechaly, Gonzalo Obal, Ghislaine Béhar, Barbara Mouratou, Pablo Oppezzo, Pedro M. Alzari, Frédéric Pecorari",PLoS ONE,"May 13, 2014",PO_2014_Potent and specific inhibition of glycosidases by small artificial binding proteins (affitins).pdf,Literature
SRC_0604,10.1371/journal.pone.0097438,Potent and Specific Inhibition of Glycosidases by Small Artificial Binding Proteins (Affitins),"Agustín Correa, Sabino Pacheco, Ariel E. Mechaly, Gonzalo Obal, Ghislaine Béhar, Barbara Mouratou, Pablo Oppezzo, Pedro M. Alzari, Frédéric Pecorari",PLoS ONE,"May 13, 2014",PO_2014_Potent and specific inhibition of glycosidases by small artificial binding proteins (affitins).pdf,Literature
SRC_0605,5795954,Factor VIIa inhibitors from Kunitz domain proteins,,US,1998-08-18,094-689-467-651-935.txt,Patent
SRC_0606,WO 1996039519,KUNITZ TYPE PLASMA KALLIKREIN INHIBITORS,,,1996-12-12,061-966-293-848-863.txt,Patent
SRC_0607,,Kunitz type plasma kallikrein inhibitors,,US,1998-07-14,020-214-102-585-273.txt,Patent
SRC_0608,WO/1997/020939,TISSUE FACTOR - KUNITZ DOMAIN FUSION PROTEINS AS FACTOR VIIa INHIBITORS,,WO,1997-06-12,108-241-444-196-280.txt,Patent
SRC_0609,,Factor VIIa inhibitors from Kunitz domain proteins,,,1999-03-09,071-505-738-465-293.txt,Literature
SRC_0610,5834244,Factor VIIa inhibitors from Kunitz domain proteins,,US,1998-11-10,079-122-586-060-010.txt,Patent
SRC_0611,20030165896,Inhibitors of human plasmin derived from the kunitz domains,,US,2003-09-04,139-656-533-321-732.txt,Patent
SRC_0612,20030017546,PROTEASE INHIBITOR PEPTIDES,,US,2003-01-23,012-174-742-554-375.txt,Patent
SRC_0613,US5863893,Factor VIIa inhibitors from kunitz domain proteins,,US,1999-01-26,067-930-676-183-540.txt,Patent
SRC_0614,8324362,Nucleic acid encoding 10FN3 polypeptide inhibitors of Type 2 vascular endothelial growth factor receptors,,US,2012-12-04,001-978-470-152-552.txt,Patent
SRC_0615,10.1371/journal.pone.0132976,Isolation and Characterization of a Monobody with a Fibronectin Domain III Scaffold That Specifically Binds EphA2,"Seung-Hwan Park, Sukho Park, Dong-Yeon Kim, Ayoung Pyo, Richard H. Kimura, Ataya Sathirachinda, Hyon E. Choy, Jung-Joon Min, Sanjiv Sam Gambhir, Yeongjin Hong",PLOS ONE,"July 15, 2015",Park 等 - 2015 - Isolation and characterization of a monobody with a fibronectin domain III scaffold that specificall.pdf,Literature
SRC_0616,10.3390/ijms161023587,Streamlining the Pipeline for Generation of Recombinant Affinity Reagents by Integrating the Affinity Maturation Step,"Renhua Huang, Kevin T. Gorman, Chris R. Vinci, Elena Dobrovetsky, Susanne Gräslund and Brian K. Kay",Int. J. Mol. Sci.,2015,Huang 等 - 2015 - Streamlining the pipeline for generation of recombinant affinity reagents by integrating the affinit.pdf,Literature
SRC_0617,10.1093/protein/gzy018,Synthetic 10FN3-based mono- and bivalent inhibitors of MDM2/X function,"S.-Y. Lau, J. W. Siau, R. M. Sobota, C.-I. Wang, P. Zhong, D. P. Lane, and F. J. Ghadessy","Protein Engineering, Design & Selection",2018,Lau 等 - 2018 - Synthetic 10FN3-based mono- and bivalent inhibitors of MDM2X function.pdf,Literature
SRC_0618,4GLV_2,,"Steemson, J.D., Baake, M., Rakonjac, J., Arcus, V.L., Liddament, M.T.",Tracking Molecular Recognition at the Atomic Level with a New Protein Scaffold Based on the OB-Fold.,2014,PDB,PDB
SRC_0619,10.1002/pro.4961,Engineering a monobody specific to monomeric Cu/Zn-superoxide dismutase associated with amyotrophic lateral sclerosis,"Hiroshi Amesaka, Mizuho Hara, Yuki Sakai, Atsuko Shintani, Kaori Sue, Tomoyuki Yamanaka, Shun-ichi Tanaka, Yoshiaki Furukawa",Protein Science,2024,Amesaka 等 - 2024 - Engineering a monobody specific to monomeric CuZn-superoxide dismutase associated with amyotrophic.pdf,Literature
SRC_0620,2022103840,NPC1 MONOBODIES AND MONOBODY CONJUGATES THEREOF,,WO,2022-05-19,196-355-257-531-079.txt,Patent
SRC_0621,WO/2023/183932,MONOBODIES BINDING TO INTERCELLULAR ADHESION MOLECULE 2 (ICAM-2),,WO,2023-09-28,173-828-106-177-044.txt,Patent
SRC_0622,2024259107,MONOBODIES SELECTIVE TO KRAS(G12D) WITH IMPROVED BIOPHYSICAL PROPERTIES,,WO,2024-12-19,039-986-049-505-528.txt,Patent
SRC_0623,H7C2T4,,Lander E.S.,Nature,2001,UniProt,UniProt
SRC_0624,10.1016/j.jmb.2010.07.007,Allosteric Remodelling of the Histone H3 Binding Pocket in the Pygo2 PHD Finger Triggered by Its Binding to the B9L/BCL9 Co-Factor,"Thomas C. R. Miller, Trevor J. Rutherford, Christopher M. Johnson, Marc Fiedler, and Mariann Bienz",J. Mol. Biol.,2010,Miller 等 - 2010 - Allosteric remodelling of the histone H3 binding pocket in the Pygo2 PHD finger triggered by its bin.pdf,Literature
SRC_0625,9181543,OB fold domains,,US,2015-11-10,099-343-501-277-929.txt,Patent
SRC_0626,9181543,OB fold domains,,US,2015-11-10,099-343-501-277-929.txt,Patent
SRC_0627,10.1371/journal.pone.0086050,Tracking Molecular Recognition at the Atomic Level with a New Protein Scaffold Based on the OB-Fold,"John D. Steemson, Matthias Baake, Jasna Rakonjac, Vickery L. Arcus, Mark T. Liddament",PLoS ONE,"January 20, 2014",PO_2014_Tracking molecular recognition at the atomic level with a new protein scaffold based on the OB-fold.pdf,Literature
SRC_0628,P81658,,Schweitz H.,Proc. Natl. Acad. Sci. U.S.A.,1994,UniProt,UniProt
SRC_0629,P83476,,Middleton R.E.,Biochemistry,2002,UniProt,UniProt
SRC_0630,US20070140979A1,Method for accelerating the rate of mucociliary clearance,,US,2007-06-21,024-451-273-599-586.txt,Patent
SRC_0631,2DCW_1,,"Fujitani, N., Kouno, T., Nakahara, T., Takaya, K., Osaki, T., Kawabata, S., Mizuguchi, M., Aizawa, T., Demura, M., Nishimura, S., Kawano, K.",The solution structure of horseshoe crab antimicrobial peptide tachystatin B with an inhibitory cystine-knot motif,2007.0,PDB,PDB
SRC_0632,WO2002096938,HUMAN KUNITZ-TYPE PROTEASE INHIBITOR,,WO,2002-12-05,104-641-452-088-754.txt,Patent
SRC_0633,20070213265,Kunitz-type sequences and polypeptides,,US,2007-09-13,173-419-312-823-353.txt,Patent
SRC_0634,2DCV_1,,"Fujitani, N., Kouno, T., Nakahara, T., Takaya, K., Osaki, T., Kawabata, S., Mizuguchi, M., Aizawa, T., Demura, M., Nishimura, S., Kawano, K.",The solution structure of horseshoe crab antimicrobial peptide tachystatin B with an inhibitory cystine-knot motif,2007.0,PDB,PDB
SRC_0635,,,,,,CyclicPepedia_CrossMapped/CP03494,Literature
SRC_0636,1x5vA_KN,,,,,KNOTTIN_NATIVE_PDB/1x5vA_KN.pdb,Literature
SRC_0637,1qk6A_KN,,,,,KNOTTIN_NATIVE_PDB/1qk6A_KN.pdb,Literature
SRC_0638,1ag7A_KNF,,,,,KNOTTIN_NATIVE_PDB/1ag7A_KNF.pdb,Literature
SRC_0639,1ag7_KN,,,,,KNOTTIN_NATIVE_PDB/1ag7_KN.pdb,PDB
SRC_0640,15044438,,,,,CyclicPepedia_CrossMapped/CP05969,Literature
SRC_0641,12052189##10751395,,,,,CyclicPepedia_CrossMapped/CP01013,Literature
SRC_0642,1ju8A_KNclean,,,,,KNOTTIN_NATIVE_PDB/1ju8A_KNclean.pdb,Literature
SRC_0643,1lmrA_KNclean,,,,,KNOTTIN_NATIVE_PDB/1lmrA_KNclean.pdb,Literature
SRC_0644,,,,,,CyclicPepedia_CrossMapped/CP05123,Literature
SRC_0645,1i26A_KN,,,,,KNOTTIN_NATIVE_PDB/1i26A_KN.pdb,Literature
SRC_0646,,,,,,SYNBIP_DeepConnect,Literature
SRC_0647,32414842,,,,,CyclicPepedia_CrossMapped/CP03930,Literature
SRC_0648,,,,,,CyclicPepedia_CrossMapped/CP04911,Literature
SRC_0649,1dkcA_KN,,,,,KNOTTIN_NATIVE_PDB/1dkcA_KN.pdb,Literature
SRC_0650,,,,,,CyclicPepedia_CrossMapped/CP04909,Literature
SRC_0651,15032479,,,,,CyclicPepedia_CrossMapped/CP02835,Literature
SRC_0652,34671739,,,,,CyclicPepedia_CrossMapped/CP05888,Literature
SRC_0653,32414842,,,,,CyclicPepedia_CrossMapped/CP03041,Literature
SRC_0654,27487329,,,,,CyclicPepedia_CrossMapped/CP03679,Literature
SRC_0655,,,,,,SYNBIP_DeepConnect,Literature
SRC_0656,17205584,,,,,CyclicPepedia_CrossMapped/CP06256,Literature
SRC_0657,1p8bA_KN,,,,,KNOTTIN_NATIVE_PDB/1p8bA_KN.pdb,Literature
SRC_0658,7760751##7564333##7523555,,,,,CyclicPepedia_CrossMapped/CP00429,Literature
SRC_0659,,,,,,CyclicPepedia_CrossMapped/CP03535,Literature
SRC_0660,19462049##33927999##36477022,,,,,CyclicPepedia_CrossMapped/CP03195,Literature
SRC_0661,,,,,,CyclicPepedia_CrossMapped/CP05133,Literature
SRC_0662,22467870,,,,,CyclicPepedia_CrossMapped/CP03594,Literature
SRC_0663,22195566##14248718##14222268,,,,,CyclicPepedia_CrossMapped/CP00621,Literature
SRC_0664,26172377,,,,,CyclicPepedia_CrossMapped/CP08009,Literature
SRC_0665,6151906,,,,,CyclicPepedia_CrossMapped/CP01091,Literature
SRC_0666,,,,,,SYNBIP_DeepConnect,Literature
SRC_0667,1nbjA_KNclean,,,,,KNOTTIN_NATIVE_PDB/1nbjA_KNclean.pdb,Literature
SRC_0668,1vtxA_KN,,,,,KNOTTIN_NATIVE_PDB/1vtxA_KN.pdb,Literature
SRC_0669,19515773,,,,,CyclicPepedia_CrossMapped/CP01320,Literature
SRC_0670,2mauA_KN,,,,,KNOTTIN_NATIVE_PDB/2mauA_KN.pdb,Literature
SRC_0671,2myhA_KNF,,,,,KNOTTIN_NATIVE_PDB/2myhA_KNF.pdb,Literature
SRC_0672,30310586,,,,,CyclicPepedia_CrossMapped/CP07550,Literature
SRC_0673,,,,,,CyclicPepedia_CrossMapped/CP05964,Literature
SRC_0674,2mt8A_KN,,,,,KNOTTIN_NATIVE_PDB/2mt8A_KN.pdb,Literature
SRC_0675,2eriA_KN,,,,,KNOTTIN_NATIVE_PDB/2eriA_KN.pdb,Literature
SRC_0676,1bh4A_KNF,,,,,KNOTTIN_NATIVE_PDB/1bh4A_KNF.pdb,Literature
SRC_0677,2kukA_KNclean,,,,,KNOTTIN_NATIVE_PDB/2kukA_KNclean.pdb,Literature
SRC_0678,2b38A_KNF,,,,,KNOTTIN_NATIVE_PDB/2b38A_KNF.pdb,Literature
SRC_0679,2jwmA_KNclean,,,,,KNOTTIN_NATIVE_PDB/2jwmA_KNclean.pdb,Literature
SRC_0680,2f2jA_KNF,,,,,KNOTTIN_NATIVE_PDB/2f2jA_KNF.pdb,Literature
SRC_0681,2f2iA_KNF,,,,,KNOTTIN_NATIVE_PDB/2f2iA_KNF.pdb,Literature
SRC_0682,2rooA_KNF,,,,,KNOTTIN_NATIVE_PDB/2rooA_KNF.pdb,Literature
SRC_0683,1omb_KN,,,,,KNOTTIN_NATIVE_PDB/1omb_KN.pdb,PDB
SRC_0684,2mi9A_KN,,,,,KNOTTIN_NATIVE_PDB/2mi9A_KN.pdb,Literature
SRC_0685,1htxA_KNF,,,,,KNOTTIN_NATIVE_PDB/1htxA_KNF.pdb,Literature
SRC_0686,5gsfA_KNF,,,,,KNOTTIN_NATIVE_PDB/5gsfA_KNF.pdb,Literature
SRC_0687,1hvwA_KN,,,,,KNOTTIN_NATIVE_PDB/1hvwA_KN.pdb,Literature
SRC_0688,1fygA_KN,,,,,KNOTTIN_NATIVE_PDB/1fygA_KN.pdb,Literature
SRC_0689,12441339,,,,,CyclicPepedia_CrossMapped/CP06002,Literature
SRC_0690,21538709,,,,,CyclicPepedia_CrossMapped/CP01716,Literature
SRC_0691,11344322,,,,,CyclicPepedia_CrossMapped/CP06000,Literature
SRC_0692,1v4qA_KN,,,,,KNOTTIN_NATIVE_PDB/1v4qA_KN.pdb,Literature
SRC_0693,1omn_KN,,,,,KNOTTIN_NATIVE_PDB/1omn_KN.pdb,PDB
SRC_0694,2km9A_KNF,,,,,KNOTTIN_NATIVE_PDB/2km9A_KNF.pdb,Literature
SRC_0695,8913308,,,,,CyclicPepedia_CrossMapped/CP06024,Literature
SRC_0696,11101291,,,,,CyclicPepedia_CrossMapped/CP05979,Literature
SRC_0697,2cco_KN,,,,,KNOTTIN_NATIVE_PDB/2cco_KN.pdb,PDB
SRC_0698,1tr6A_KN,,,,,KNOTTIN_NATIVE_PDB/1tr6A_KN.pdb,Literature
SRC_0699,15176835,,,,,CyclicPepedia_CrossMapped/CP01052,Literature
SRC_0700,12052189##10751395,,,,,CyclicPepedia_CrossMapped/CP01011,Literature
SRC_0701,10479320,,,,,CyclicPepedia_CrossMapped/CP02812,Literature
SRC_0702,2n2gA_KN,,,,,KNOTTIN_NATIVE_PDB/2n2gA_KN.pdb,Literature
SRC_0703,2m3jA_KNF,,,,,KNOTTIN_NATIVE_PDB/2m3jA_KNF.pdb,Literature
SRC_0704,,,,,,SYNBIP_DeepConnect,Literature
SRC_0705,1kcp_KN,,,,,KNOTTIN_NATIVE_PDB/1kcp_KN.pdb,PDB
SRC_0706,2n8eA_KN,,,,,KNOTTIN_NATIVE_PDB/2n8eA_KN.pdb,Literature
SRC_0707,1kcpA_KNF,,,,,KNOTTIN_NATIVE_PDB/1kcpA_KNF.pdb,Literature
SRC_0708,,,,,,CyclicPepedia_CrossMapped/CP04829,Literature
SRC_0709,,,,,,CyclicPepedia_CrossMapped/CP04828,Literature
SRC_0710,,,,,,CyclicPepedia_CrossMapped/CP04853,Literature
SRC_0711,,,,,,CyclicPepedia_CrossMapped/CP04919,Literature
SRC_0712,,,,,,CyclicPepedia_CrossMapped/CP02945,Literature
SRC_0713,,,,,,CyclicPepedia_CrossMapped/CP05121,Literature
SRC_0714,6441791##15109718,,,,,CyclicPepedia_CrossMapped/CP02849,Literature
SRC_0715,,,,,,CyclicPepedia_CrossMapped/CP02934,Literature
SRC_0716,6146518##6139329##6105610,,,,,CyclicPepedia_CrossMapped/CP01085,Literature
SRC_0717,9864322##9765590,,,,,CyclicPepedia_CrossMapped/CP02906,Literature
SRC_0718,2kzaA_KNF,,,,,KNOTTIN_NATIVE_PDB/2kzaA_KNF.pdb,Literature
SRC_0719,1y7jA_KNF,,,,,KNOTTIN_NATIVE_PDB/1y7jA_KNF.pdb,Literature
SRC_0720,2locA_KNF,,,,,KNOTTIN_NATIVE_PDB/2locA_KNF.pdb,Literature
SRC_0721,1hykA_KNF,,,,,KNOTTIN_NATIVE_PDB/1hykA_KNF.pdb,Literature
SRC_0722,7582984,,,,,CyclicPepedia_CrossMapped/CP01018,Literature
SRC_0723,2n9zA_KNF,,,,,KNOTTIN_NATIVE_PDB/2n9zA_KNF.pdb,Literature
SRC_0724,5irxE_KNF,,,,,KNOTTIN_NATIVE_PDB/5irxE_KNF.pdb,Literature
SRC_0725,2ll1A_KN,,,,,KNOTTIN_NATIVE_PDB/2ll1A_KN.pdb,Literature
SRC_0726,2mxmA_KNF,,,,,KNOTTIN_NATIVE_PDB/2mxmA_KNF.pdb,Literature
SRC_0727,,,,,,CyclicPepedia_CrossMapped/CP03534,Literature
SRC_0728,1kozA_KN,,,,,KNOTTIN_NATIVE_PDB/1kozA_KN.pdb,Literature
SRC_0729,1764727##1691683##1538058##1311595,,,,,CyclicPepedia_CrossMapped/CP01019,Literature
SRC_0730,1emxA_KNF,,,,,KNOTTIN_NATIVE_PDB/1emxA_KNF.pdb,Literature
SRC_0731,11747104##15329847,,,,,CyclicPepedia_CrossMapped/CP01020,Literature
SRC_0732,2i1tA_KNclean,,,,,KNOTTIN_NATIVE_PDB/2i1tA_KNclean.pdb,Literature
SRC_0733,8076655,,,,,CyclicPepedia_CrossMapped/CP02889,Literature
SRC_0734,23151033##28771849,,,,,CyclicPepedia_CrossMapped/CP03584,Literature
SRC_0735,,,,,,CyclicPepedia_CrossMapped/CP03533,Literature
SRC_0736,1px9A_KNF,,,,,KNOTTIN_NATIVE_PDB/1px9A_KNF.pdb,Literature
SRC_0737,11856024,,,,,CyclicPepedia_CrossMapped/CP02924,Literature
SRC_0738,,,,,,SYNBIP_DeepConnect,Literature
SRC_0739,,,,,,SYNBIP_DeepConnect,Literature
SRC_0740,1s6xA_KN,,,,,KNOTTIN_NATIVE_PDB/1s6xA_KN.pdb,Literature
SRC_0741,1nixA_KNF,,,,,KNOTTIN_NATIVE_PDB/1nixA_KNF.pdb,Literature
SRC_0742,1mb6A_KN,,,,,KNOTTIN_NATIVE_PDB/1mb6A_KN.pdb,Literature
SRC_0743,1ryvA_KN,,,,,KNOTTIN_NATIVE_PDB/1ryvA_KN.pdb,Literature
SRC_0744,1rygA_KNF,,,,,KNOTTIN_NATIVE_PDB/1rygA_KNF.pdb,Literature
SRC_0745,1niyA_KNF,,,,,KNOTTIN_NATIVE_PDB/1niyA_KNF.pdb,Literature
SRC_0746,2a2vA_KNF,,,,,KNOTTIN_NATIVE_PDB/2a2vA_KNF.pdb,Literature
SRC_0747,1d1hA_KN,,,,,KNOTTIN_NATIVE_PDB/1d1hA_KN.pdb,Literature
